Date,Type,Description,Amount,Balance,Tags
13 Nov 24,Credit,NEFT TRF/ZOMATO LIMITED,12801.69,52237.71,other_income
14 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,12618.0,64855.71,other_income
14 Nov 24,Debit,ATM WDL/VARDRAJPURAM II THIRUVALLUR,20000.0,44855.71,cash_withdrawal
14 Nov 24,Debit,ATM WDL/VARDRAJPURAM II THIRUVALLUR,20000.0,24855.71,cash_withdrawal
14 Nov 24,Debit,ATM WDL/VARDRAJPURAM II THIRUVALLUR,20000.0,4855.71,cash_withdrawal
14 Nov 24,Credit,NEFT TRF/BUNDL TECHNOLOGI,6697.06,11552.77,business_income
15 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,2187.0,13739.77,other_income
16 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,5392.97,19132.74,other_income
17 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,3499.0,22631.74,other_income
18 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,5658.63,28290.37,other_income
18 Nov 24,Debit,ONL UPI/MR AROKK,11200.0,17090.37,p2p_transfer
18 Nov 24,Debit,ONL UPI/PUSHPA D,8800.0,8290.37,p2p_transfer
18 Nov 24,Debit,ONL UPI/GAJASHIC,3000.0,5290.37,p2p_transfer
18 Nov 24,Debit,ONL UPI/MARIAPPA,4000.0,1290.37,p2p_transfer
19 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,2258.0,3548.37,other_income
19 Nov 24,Credit,NEFT TRF/BUNDL TECHNOLOGI,15792.8,19341.17,business_income
20 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,2071.43,21412.6,other_income
20 Nov 24,Credit,NEFT TRF/ZOMATO LIMITED,22895.93,44308.53,other_income
21 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,317.0,44625.53,other_income
21 Nov 24,Credit,NEFT TRF/BUNDL TECHNOLOGI,8463.47,53089.0,business_income
21 Nov 24,Debit,ONL UPI/WWWSEKAR,40000.0,13089.0,p2p_transfer
22 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,1164.56,14253.56,other_income
23 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,225.0,14478.56,other_income
24 Nov 24,Debit,MONTHLY MAINTENANCE CHARGES,531.0,13947.56,fees_charges
24 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,3308.0,17255.56,other_income
24 Nov 24,Debit,ONL UPI/ANNAIDIG,17000.0,255.56,p2p_transfer
25 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,4735.0,4990.56,other_income
26 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,182.0,5172.56,other_income
26 Nov 24,Credit,NEFT TRF/BUNDL TECHNOLOGI,11031.84,16204.4,business_income
27 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,380.0,16584.4,other_income
27 Nov 24,Credit,NEFT TRF/ZOMATO LIMITED,19297.09,35881.49,other_income
28 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,630.0,36511.49,other_income
28 Nov 24,Credit,NEFT TRF/BUNDL TECHNOLOGI,10183.5,46694.99,business_income
29 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,5783.0,52477.99,other_income
30 Nov 24,Credit,NEFT TRF/ONE 97 COMMUNICA,2831.72,55309.71,other_income
